,city,lat,Lng,Max Temp,Date,Country,Wind speed,Humidity,Cloudiness
384,caravelas,-17.73,-39.27,76.45,1535215790,BR,12.1,100,0
385,santa cruz,36.97,-122.03,60.98,1535214900,US,3.38,90,90
386,beloha,-25.17,45.06,70.69,1535215792,MG,13.0,53,0
387,laguna,27.52,-110.01,87.8,1535211780,MX,8.05,66,20
388,lavrentiya,65.58,-170.99,44.95,1535215793,RU,7.96,99,56
389,oga,8.18,5.65,75.1,1535215793,NG,6.4,84,80
390,taksimo,56.36,114.84,53.86,1535215793,RU,1.59,97,92
391,nakhon si thammarat,8.43,99.96,79.6,1535215794,TH,5.95,100,68
392,teguldet,57.31,88.17,54.04,1535215794,RU,5.06,90,0
393,ratnagiri,16.98,73.3,75.1,1535215795,IN,13.67,100,92
394,valer,41.76,-6.18,80.05,1535215795,ES,2.71,30,0
395,victor harbor,-35.55,138.62,42.8,1535214600,AU,5.82,81,0
396,ulaanbaatar,47.92,106.92,51.8,1535214600,MN,6.71,93,75
397,ust-omchug,61.13,149.63,44.95,1535215796,RU,3.49,90,76
398,vidim,50.47,14.53,62.6,1535214600,CZ,14.99,59,20
399,maramba,-2.58,120.81,66.19,1535215797,ID,0.58,100,92
400,puerto carreno,6.19,-67.49,86.0,1535212800,CO,3.36,70,40
401,begampur,31.11,76.11,79.51,1535215798,IN,3.04,89,12
402,mezen,65.85,44.24,61.6,1535215798,RU,8.97,67,0
403,sooke,48.37,-123.73,55.4,1535213220,CA,3.36,89,90
404,pala,9.71,76.68,73.66,1535215799,IN,3.15,87,68
405,atyrau,47.1,51.92,71.6,1535212800,KZ,11.18,46,0
406,tura,25.52,90.21,79.87,1535215800,IN,2.48,93,56
407,tsaratanana,-16.8,47.65,71.14,1535215801,MG,11.99,50,0
408,arlit,18.74,7.39,94.45,1535215801,NE,3.6,30,64
409,san patricio,-26.98,-56.83,60.34,1535215801,PY,5.5,58,0
410,westport,53.8,-9.52,59.0,1535214600,IE,4.7,54,75
411,mtwara,-10.28,40.18,75.2,1535212800,TZ,11.41,78,20
412,pervomayskoye,57.07,86.23,57.46,1535215803,RU,8.63,82,24
413,constitucion,23.99,-104.67,68.0,1535211960,MX,3.36,56,5
414,kalmunai,7.42,81.82,74.65,1535215803,LK,3.04,98,48
415,dosso,13.05,3.19,81.22,1535215804,NE,9.64,72,48
416,kahului,20.89,-156.47,77.0,1535214780,US,17.22,100,90
417,san cristobal,-0.39,-78.55,60.8,1535212800,EC,20.8,59,75
418,dong hoi,17.48,106.6,81.4,1535215805,VN,20.15,96,80
419,fort nelson,58.81,-122.69,48.2,1535213820,CA,4.7,100,90
420,muros,42.77,-9.06,69.8,1535214600,ES,14.99,64,20
421,swakopmund,-22.68,14.53,57.19,1535215807,NA,18.25,100,0
422,naryan-mar,67.67,53.09,52.6,1535215807,RU,13.78,73,0
423,ponta delgada,37.73,-25.67,77.0,1535214600,PT,10.29,57,40
424,nha trang,12.24,109.19,79.6,1535215807,VN,8.75,94,56
425,nador,35.17,-2.93,91.4,1535214600,MA,3.36,31,0
426,sterling,39.0,-77.4,80.06,1535214900,US,6.93,54,40
427,kaabong,3.51,34.14,59.62,1535215809,UG,1.48,93,8
428,buarcos,40.16,-8.88,69.8,1535212800,PT,14.99,64,0
429,palmer,-34.85,139.16,42.8,1535214600,AU,5.82,81,0
430,baglung,28.27,83.59,59.26,1535215810,NP,1.92,86,64
431,vavoua,7.38,-6.48,71.23,1535215740,CI,3.15,100,92
432,boguchar,49.93,40.55,62.86,1535215811,RU,6.51,38,0
433,vagamo,61.88,9.1,40.0,1535215811,NO,1.92,94,48
434,magadan,59.56,150.8,59.0,1535212800,RU,2.24,100,90
435,garowe,8.41,48.48,85.0,1535215812,SO,16.8,41,48
436,port lincoln,-34.72,135.86,46.93,1535215732,AU,3.71,100,0
437,vila,45.18,8.4,75.2,1535214000,IT,6.93,64,75
438,arkhara,49.42,130.09,62.95,1535215813,RU,2.93,95,92
439,vostok,46.45,135.83,51.88,1535215813,RU,2.37,100,92
440,soyo,-6.13,12.37,76.36,1535215813,AO,6.4,65,0
441,aswan,24.09,32.9,104.0,1535212800,EG,10.29,11,0
442,peniche,39.36,-9.38,77.0,1535214600,PT,17.22,44,0
443,fairfield,38.25,-122.04,62.96,1535214900,US,3.36,77,1
444,margate,-43.03,147.26,46.4,1535214600,AU,11.41,70,0
445,mackay,53.65,-115.58,44.6,1535212800,CA,2.24,100,90
446,bara,10.41,10.6,75.01,1535215816,NG,6.06,84,44
447,panzhihua,26.59,101.72,63.13,1535215816,CN,2.37,100,92
448,monrovia,6.33,-10.8,75.2,1535214600,LR,12.77,100,90
449,ajdabiya,30.75,20.22,84.73,1535215817,LY,9.08,49,0
450,okahandja,-21.98,16.91,61.15,1535215817,NA,6.06,26,0
451,mayo,63.59,-135.9,48.2,1535212800,CA,4.7,93,90
452,athabasca,54.72,-113.29,55.57,1535215520,CA,6.51,93,8
453,oistins,13.07,-59.53,86.0,1535212800,BB,16.11,66,40
454,zhoucheng,31.35,119.33,77.17,1535215818,CN,8.63,96,88
455,scarborough,54.28,-0.41,64.4,1535212200,GB,2.24,55,68
456,ilulissat,69.22,-51.1,42.8,1535212200,GL,9.17,81,90
457,tampa,27.95,-82.46,91.4,1535215140,US,5.82,62,1
458,banihal,33.44,75.2,53.32,1535215819,IN,1.03,89,12
459,soe,57.91,26.05,64.4,1535212200,EE,2.24,100,20
460,iskateley,67.68,53.15,52.33,1535215820,RU,12.66,73,0
461,tucurui,-3.77,-49.67,89.05,1535215820,BR,2.71,60,20
462,eydhafushi,5.1,73.07,82.75,1535215820,MV,11.43,100,12
463,nishihara,35.74,139.53,82.4,1535212800,JP,4.7,80,1
464,kamuli,0.94,33.12,67.63,1535215821,UG,4.94,95,12
465,hlobyne,49.39,33.25,73.75,1535215821,UA,7.63,74,0
466,mayor pablo lagerenza,-19.93,-60.77,70.96,1535215822,PY,17.58,37,12
467,ayolas,-27.39,-56.84,59.08,1535215822,PY,11.1,88,0
468,akim swedru,5.89,-1.02,75.28,1535215823,GH,8.08,90,88
469,pierre,44.37,-100.35,78.98,1535212380,US,12.75,54,1
470,kutum,14.2,24.66,70.6,1535215823,SD,3.04,77,8
471,zyryanka,65.73,150.89,45.58,1535215823,RU,3.94,85,92
472,srednekolymsk,67.46,153.71,38.92,1535215823,RU,5.61,87,80
473,sirawai,7.59,122.14,74.2,1535215824,PH,2.71,94,64
474,kloulklubed,7.04,134.26,75.2,1535212200,PW,3.36,94,90
475,grindavik,63.84,-22.43,53.6,1535212800,IS,8.05,62,20
476,roanoke rapids,36.46,-77.65,78.26,1535214900,US,3.36,57,1
477,kaeo,-35.1,173.78,49.27,1535215825,NZ,6.17,99,56
478,kirakira,-10.46,161.92,77.26,1535215825,SB,12.77,100,92
479,brae,60.4,-1.35,53.6,1535214000,GB,11.41,66,88
480,matay,28.42,30.79,89.77,1535215826,EG,9.75,35,0
481,agadez,16.97,7.99,96.8,1535212800,NE,23.04,32,40
482,lorengau,-2.02,147.27,79.96,1535215826,PG,2.04,100,20
483,warrington,53.39,-2.59,62.6,1535214000,GB,12.75,59,40
484,rybinsk,58.05,38.83,64.48,1535215827,RU,9.08,64,0
485,ambon,47.55,-2.56,68.0,1535214600,FR,12.75,60,90
486,sauda,59.65,6.35,43.96,1535215828,NO,2.71,100,88
487,burlington,43.32,-79.8,80.6,1535212800,CA,16.11,69,75
488,luanda,-8.83,13.24,73.4,1535212800,AO,9.17,78,0
489,chanika,-12.93,34.19,67.99,1535215829,MW,3.15,78,36
490,la primavera,-32.92,-68.67,59.0,1535212800,AR,3.36,30,0
491,san juan,18.47,-66.12,87.08,1535212560,PR,16.11,66,40
492,parakou,9.34,2.63,72.13,1535215832,BJ,9.75,99,92
493,souillac,45.6,-0.6,66.2,1535214600,FR,3.36,82,0
494,oktyabrskiy,55.61,37.97,75.2,1535212800,RU,4.47,43,0
495,alyangula,-13.85,136.42,73.93,1535215834,AU,8.75,100,8
496,kanniyakumari,8.08,77.57,78.25,1535215834,IN,20.27,96,48
497,nuristan,38.49,65.64,73.4,1535212800,UZ,6.93,27,0
498,aklavik,68.22,-135.01,44.6,1535212800,CA,3.36,93,75
499,san andres,13.32,122.68,83.56,1535215835,PH,20.27,96,88
500,coihaique,-45.58,-72.07,51.8,1535212800,CL,4.7,81,90
501,ekhabi,53.51,142.97,54.13,1535215837,RU,4.05,92,0
502,ghanzi,-21.7,21.65,69.43,1535215838,BW,5.73,30,0
503,tessalit,20.2,1.01,98.32,1535215838,ML,3.71,20,32
504,saint-joseph,43.56,6.97,82.4,1535214600,FR,14.99,26,0
505,pokhara,28.21,83.99,63.04,1535215839,NP,3.38,64,64
506,dicabisagan,17.08,122.42,77.98,1535215840,PH,13.78,100,92
507,quatre cocos,-20.21,57.76,73.4,1535212800,MU,13.87,69,40
508,dhamtari,20.71,81.55,74.29,1535215840,IN,7.52,95,100
509,koutsouras,35.03,25.95,80.41,1535215840,GR,14.23,96,0
510,biak,-0.91,122.88,76.27,1535215841,ID,3.38,99,92
511,takhtamygda,54.1,123.57,59.89,1535215841,RU,2.37,90,36
512,carballo,43.21,-8.69,69.8,1535214600,ES,9.17,68,20
513,bachaquero,9.96,-71.12,91.12,1535215842,VE,7.18,75,8
514,verkhnevilyuysk,63.45,120.31,47.38,1535215843,RU,3.04,90,0
515,samarai,-10.62,150.67,75.73,1535215843,PG,14.0,100,100
516,flinders,-34.58,150.85,50.0,1535212800,AU,6.93,93,75
517,lundin links,56.21,-2.95,62.6,1535214000,GB,6.93,42,20
518,skegness,53.14,0.34,64.4,1535214000,GB,5.82,55,40
519,vanimo,-2.67,141.3,77.44,1535215845,PG,6.17,100,76
520,lac du bonnet,50.25,-96.06,71.95,1535215846,CA,12.77,81,24
521,khudumelapye,-23.91,24.95,74.02,1535215846,BW,10.54,25,88
522,yulara,-25.24,130.99,42.8,1535212800,AU,3.36,48,0
523,bandarbeyla,9.49,50.81,76.99,1535215848,SO,37.27,89,0
524,moose factory,51.26,-80.61,59.0,1535212800,CA,9.17,87,90
525,hanna,51.64,-111.93,61.06,1535215849,CA,8.41,65,8
526,cururupu,-1.82,-44.87,84.28,1535215850,BR,11.43,69,36
527,muli,22.62,71.45,78.7,1535215851,IN,11.21,85,80
528,alta floresta,-9.87,-56.08,93.1,1535215851,BR,2.71,38,20
529,mitu,36.2,46.09,65.47,1535215851,IR,1.14,63,0
530,guadalupe,25.68,-100.26,82.4,1535211660,MX,8.05,58,75
531,hualmay,-11.1,-77.61,68.98,1535215853,PE,5.5,67,24
532,ramhormoz,31.28,49.6,100.4,1535212800,IR,11.41,37,0
533,jumla,29.28,82.18,38.38,1535215854,NP,2.71,91,92
534,jiexiu,37.02,111.92,60.88,1535215854,CN,3.04,96,8
535,mabaruma,8.2,-59.78,86.89,1535215855,GY,9.19,71,36
536,amboasary,-25.04,46.38,71.6,1535212800,MG,18.34,78,20
537,arman,59.7,150.17,59.0,1535212800,RU,2.24,100,90
538,lodja,-3.52,23.6,76.63,1535215856,CD,3.6,80,48
539,texarkana,33.44,-94.04,87.98,1535212380,US,8.05,57,1
540,north branch,45.51,-92.98,71.06,1535214900,US,4.61,72,90
541,taraz,42.89,71.39,66.2,1535212800,KZ,2.24,39,0
542,trairi,-3.28,-39.27,79.15,1535215857,BR,21.05,100,0
543,plettenberg bay,-34.05,23.37,57.82,1535215858,ZA,5.73,100,0
544,penzance,50.12,-5.53,62.6,1535214000,GB,8.05,62,20
545,chumphon,10.5,99.18,76.9,1535215859,TH,4.38,88,92
546,gao,16.28,-0.04,92.56,1535215859,ML,6.62,54,8
547,tambovka,46.93,35.45,72.94,1535215859,UA,6.62,43,0
548,ambilobe,-13.19,49.05,73.48,1535215860,MG,13.56,58,0
549,pinawa,50.15,-95.88,71.95,1535215860,CA,12.77,81,24
550,hurricane,37.18,-113.29,80.96,1535212560,US,4.7,44,1
551,dawei,14.07,98.19,70.15,1535215862,MM,1.14,100,92
552,naze,5.43,7.07,86.0,1535212800,NG,6.93,66,40
553,jizan,16.89,42.56,93.2,1535212800,SA,13.87,63,40
554,vila velha,-3.71,-38.6,86.0,1535212800,BR,17.22,58,20
555,sao jose da coroa grande,-8.9,-35.15,77.71,1535215863,BR,13.78,84,92
556,nanakuli,21.39,-158.15,78.98,1535212620,US,3.36,91,90
557,gat,14.69,-16.54,88.51,1535215863,SN,12.44,61,12
558,egvekinot,66.32,-179.17,39.91,1535215863,RU,2.59,100,92
559,san-pedro,4.75,-6.64,74.65,1535215863,CI,11.99,94,92
560,hargeysa,9.56,44.06,65.38,1535215864,SO,13.11,81,48
